id;folder;mutantFile;numMutations;numDel;numAdd;appliedMutations;affectedSeedNodes;addedAxioms;removedAxioms
0;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave04.0.suave.owl;2;1;2;[suave.AddQAEstimationMutation(random), suave.ChangeHasValueMutation(random)];[qa_motion_efficiency_normal,hasValue,fd_spiral_medium,hasQAestimation,qa_water_visibility_high];[[http://www.metacontrol.org/suave#qa_motion_efficiency_normal, http://metacontrol.org/tomasys#hasValue, "5.632"^^http://www.w3.org/2001/XMLSchema#decimal],[http://www.metacontrol.org/suave#fd_spiral_medium, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_water_visibility_high]];[[http://www.metacontrol.org/suave#qa_motion_efficiency_normal, http://metacontrol.org/tomasys#hasValue, "1.0"^^http://www.w3.org/2001/XMLSchema#decimal]]
1;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave04.1.suave.owl;2;2;2;[suave.ChangeSolvesFunctionMutation(random), suave.ChangeSolvesFunctionMutation(random)];[fd_all_thrusters,solvesF,f_generate_search_path,fd_spiral_low,f_follow_pipeline,f_maintain_motion];[[http://www.metacontrol.org/suave#fd_all_thrusters, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_generate_search_path],[http://www.metacontrol.org/suave#fd_spiral_low, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_follow_pipeline]];[[http://www.metacontrol.org/suave#fd_spiral_low, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_generate_search_path],[http://www.metacontrol.org/suave#fd_all_thrusters, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_maintain_motion]]
2;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave04.2.suave.owl;2;2;2;[suave.ChangeQAComparisonOperatorMutation(random), suave.ChangeHasValueMutation(random)];[water_visibility,qa_comparison_operator,qa_search_efficiency_medium,hasValue];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<="],[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://metacontrol.org/tomasys#hasValue, "-2.238"^^http://www.w3.org/2001/XMLSchema#decimal]];[[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://metacontrol.org/tomasys#hasValue, "0.5"^^http://www.w3.org/2001/XMLSchema#decimal],[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<"]]
3;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave04.3.suave.owl;2;1;1;[suave.RemoveQAEstimationMutation(random), suave.AddQAEstimationMutation(random)];[fd_follow_pipeline,hasQAestimation,qa_water_visibility_low,fd_spiral_low,qa_search_efficiency_low];[[http://www.metacontrol.org/suave#fd_follow_pipeline, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_water_visibility_low]];[[http://www.metacontrol.org/suave#fd_spiral_low, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_search_efficiency_low]]
4;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave04.4.suave.owl;2;2;2;[suave.ChangeQualityAttributTypeMutation(random), suave.ChangeQAComparisonOperatorMutation(random)];[water_visibility,qa_comparison_operator,qa_water_visibility_high,isQAtype,performance];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<="],[http://www.metacontrol.org/suave#qa_water_visibility_high, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#performance]];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<"],[http://www.metacontrol.org/suave#qa_water_visibility_high, http://metacontrol.org/tomasys#isQAtype, http://www.metacontrol.org/suave#water_visibility]]
5;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave04.5.suave.owl;2;2;2;[suave.ChangeHasValueMutation(random), suave.ChangeQAComparisonOperatorMutation(random)];[water_visibility,qa_comparison_operator,qa_search_efficiency_medium,hasValue];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<="],[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://metacontrol.org/tomasys#hasValue, "0.841"^^http://www.w3.org/2001/XMLSchema#decimal]];[[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://metacontrol.org/tomasys#hasValue, "0.5"^^http://www.w3.org/2001/XMLSchema#decimal],[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<"]]
6;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave04.6.suave.owl;2;2;2;[suave.ChangeSolvesFunctionMutation(random), suave.ChangeQualityAttributTypeMutation(random)];[obs_water_visibility,isQAtype,energy,fd_follow_pipeline,solvesF,f_generate_search_path,water_visibility,f_follow_pipeline];[[http://www.metacontrol.org/suave#obs_water_visibility, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#energy],[http://www.metacontrol.org/suave#fd_follow_pipeline, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_generate_search_path]];[[http://www.metacontrol.org/suave#obs_water_visibility, http://metacontrol.org/tomasys#isQAtype, http://www.metacontrol.org/suave#water_visibility],[http://www.metacontrol.org/suave#fd_follow_pipeline, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_follow_pipeline]]
7;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave04.7.suave.owl;2;2;1;[suave.ChangeQAComparisonOperatorMutation(random), suave.RemoveQAEstimationMutation(random)];[water_visibility,qa_comparison_operator,fd_all_thrusters,hasQAestimation,qa_motion_efficiency_normal];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, ">"]];[[http://www.metacontrol.org/suave#fd_all_thrusters, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_motion_efficiency_normal],[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<"]]
8;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave04.8.suave.owl;2;2;1;[suave.RemoveQAEstimationMutation(random), suave.ChangeQualityAttributTypeMutation(random)];[qa_search_efficiency_high,isQAtype,energy,fd_spiral_medium,hasQAestimation,qa_water_visibility_medium,performance];[[http://www.metacontrol.org/suave#qa_search_efficiency_high, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#energy]];[[http://www.metacontrol.org/suave#fd_spiral_medium, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_water_visibility_medium],[http://www.metacontrol.org/suave#qa_search_efficiency_high, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#performance]]
9;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlySuave04.9.suave.owl;2;2;1;[suave.ChangeQAComparisonOperatorMutation(random), suave.RemoveQAEstimationMutation(random)];[water_visibility,qa_comparison_operator,fd_spiral_high,hasQAestimation,qa_search_efficiency_high];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<="]];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<"],[http://www.metacontrol.org/suave#fd_spiral_high, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_search_efficiency_high]]
