id,folder,ontology,oracle
58,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.58.nt,pass
59,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.59.nt,fail
60,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.60.nt,pass
61,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.61.nt,pass
62,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.62.nt,pass
63,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.63.nt,pass
64,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.64.nt,pass
65,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.65.nt,fail
66,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.66.nt,fail
67,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.67.nt,pass
68,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.68.nt,pass
69,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.69.nt,pass
70,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.70.nt,fail
71,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.71.nt,fail
72,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.72.nt,pass
73,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.73.nt,pass
74,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.74.nt,fail
75,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.75.nt,pass
76,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.76.nt,pass
77,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.77.nt,pass
78,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.78.nt,pass
79,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.79.nt,fail
80,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.80.nt,fail
81,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.81.nt,pass
82,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.82.nt,fail
83,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.83.nt,fail
84,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.84.nt,fail
85,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.85.nt,pass
86,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.86.nt,pass
87,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.87.nt,pass
88,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.88.nt,pass
89,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.89.nt,pass
90,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.90.nt,pass
91,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.91.nt,pass
92,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.92.nt,pass
93,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.93.nt,pass
94,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.94.nt,pass
95,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.95.nt,fail
96,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.96.nt,fail
97,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.97.nt,fail
98,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.98.nt,pass
99,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/secondTest.99.nt,fail
