id,folder,ontology,oracle
0,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/firstTest.0.owl,pass
1,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/geo/mutatedOnt/firstTest.1.owl,pass
