id;folder;mutantFile;numMutations;numDel;numAdd;appliedMutations;affectedSeedNodes;addedAxioms;removedAxioms
0;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlyGeneric02.0.suave.owl;3;6;2;[AddRelationMutation(random), ChangeRelationMutation(random), RemoveNodeMutation(random)];[c_thruster_4,requiredBy,qa_search_efficiency_medium,typeC,Binding,qa_water_visibility_low,NamedIndividual,hasValue,isQAtype,water_visibility,fd_all_thrusters,fd_spiral_low,hasQAestimation,QAvalue];[[http://www.metacontrol.org/suave#c_thruster_4, http://ros/mros#requiredBy, http://www.metacontrol.org/suave#qa_search_efficiency_medium],[http://metacontrol.org/tomasys#typeC, http://www.w3.org/2000/01/rdf-schema#range, http://metacontrol.org/tomasys#Binding]];[[http://www.metacontrol.org/suave#qa_water_visibility_low, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://www.w3.org/2002/07/owl#NamedIndividual],[http://www.metacontrol.org/suave#qa_water_visibility_low, http://metacontrol.org/tomasys#hasValue, "1.25"^^http://www.w3.org/2001/XMLSchema#decimal],[http://www.metacontrol.org/suave#qa_water_visibility_low, http://metacontrol.org/tomasys#isQAtype, http://www.metacontrol.org/suave#water_visibility],[http://www.metacontrol.org/suave#c_thruster_4, http://ros/mros#requiredBy, http://www.metacontrol.org/suave#fd_all_thrusters],[http://www.metacontrol.org/suave#fd_spiral_low, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_water_visibility_low],[http://www.metacontrol.org/suave#qa_water_visibility_low, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#QAvalue]]
1;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlyGeneric02.1.suave.owl;3;5;2;[ChangeRelationMutation(random), AddRelationMutation(random), RemoveNodeMutation(random)];[qa_water_visibility_low,isQAtype,performance,Binding,Function,fd_follow_pipeline,hasQAestimation,qa_inspect_efficiency_high,water_visibility,NamedIndividual,solvesF,f_follow_pipeline,FunctionDesign];[[http://www.metacontrol.org/suave#qa_water_visibility_low, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#performance],[http://metacontrol.org/tomasys#Binding, http://www.w3.org/2000/01/rdf-schema#subClassOf, http://metacontrol.org/tomasys#Function]];[[http://www.metacontrol.org/suave#fd_follow_pipeline, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_inspect_efficiency_high],[http://www.metacontrol.org/suave#qa_water_visibility_low, http://metacontrol.org/tomasys#isQAtype, http://www.metacontrol.org/suave#water_visibility],[http://www.metacontrol.org/suave#fd_follow_pipeline, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://www.w3.org/2002/07/owl#NamedIndividual],[http://www.metacontrol.org/suave#fd_follow_pipeline, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_follow_pipeline],[http://www.metacontrol.org/suave#fd_follow_pipeline, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#FunctionDesign]]
2;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlyGeneric02.2.suave.owl;3;6;1;[ChangeRelationMutation(random), RemoveNodeMutation(random), RemoveAxiomMutation(random)];[water_visibility,o_always_improve,fd_follow_pipeline,hasQAestimation,qa_inspect_efficiency_high,NamedIndividual,solvesF,f_follow_pipeline,fd_spiral_low,qa_water_visibility_low,FunctionDesign];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, http://metacontrol.org/tomasys#o_always_improve]];[[http://www.metacontrol.org/suave#fd_follow_pipeline, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_inspect_efficiency_high],[http://www.metacontrol.org/suave#fd_follow_pipeline, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://www.w3.org/2002/07/owl#NamedIndividual],[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<"],[http://www.metacontrol.org/suave#fd_follow_pipeline, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_follow_pipeline],[http://www.metacontrol.org/suave#fd_spiral_low, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_water_visibility_low],[http://www.metacontrol.org/suave#fd_follow_pipeline, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#FunctionDesign]]
3;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlyGeneric02.3.suave.owl;3;8;1;[RemoveNodeMutation(random), AddInstanceMutation(random), RemoveNodeMutation(random)];[Function,obs_water_visibility,isQAtype,water_visibility,qa_search_efficiency_medium,QAvalue,NamedIndividual,hasValue,performance,fd_spiral_medium,hasQAestimation];[[inner:asd149031296, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#Function]];[[http://www.metacontrol.org/suave#obs_water_visibility, http://metacontrol.org/tomasys#isQAtype, http://www.metacontrol.org/suave#water_visibility],[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#QAvalue],[http://www.metacontrol.org/suave#obs_water_visibility, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://www.w3.org/2002/07/owl#NamedIndividual],[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://metacontrol.org/tomasys#hasValue, "0.5"^^http://www.w3.org/2001/XMLSchema#decimal],[http://www.metacontrol.org/suave#obs_water_visibility, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#QAvalue],[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#performance],[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://www.w3.org/2002/07/owl#NamedIndividual],[http://www.metacontrol.org/suave#fd_spiral_medium, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_search_efficiency_medium]]
4;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlyGeneric02.4.suave.owl;3;5;1;[ChangeRelationMutation(random), RemoveAxiomMutation(random), RemoveNodeMutation(random)];[hasNFR,ComponentClass,c_thruster_2,requiredBy,fd_all_thrusters,qa_search_efficiency_medium,hasValue,Objective,Component,NamedIndividual];[[http://metacontrol.org/tomasys#hasNFR, http://www.w3.org/2000/01/rdf-schema#domain, http://metacontrol.org/tomasys#ComponentClass]];[[http://www.metacontrol.org/suave#c_thruster_2, http://ros/mros#requiredBy, http://www.metacontrol.org/suave#fd_all_thrusters],[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://metacontrol.org/tomasys#hasValue, "0.5"^^http://www.w3.org/2001/XMLSchema#decimal],[http://metacontrol.org/tomasys#hasNFR, http://www.w3.org/2000/01/rdf-schema#domain, http://metacontrol.org/tomasys#Objective],[http://www.metacontrol.org/suave#c_thruster_2, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#Component],[http://www.metacontrol.org/suave#c_thruster_2, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://www.w3.org/2002/07/owl#NamedIndividual]]
5;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlyGeneric02.5.suave.owl;4;3;2;[RemoveAxiomMutation(random), AddRelationMutation(random), AddInstanceMutation(random), RemoveAxiomMutation(random)];[FunctionGrounding,fd_spiral_medium,solvesF,f_maintain_motion,f_generate_search_path,qa_search_efficiency_medium,isQAtype,performance,NamedIndividual];[[inner:asd1484705236, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#FunctionGrounding],[http://www.metacontrol.org/suave#fd_spiral_medium, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_maintain_motion]];[[http://www.metacontrol.org/suave#fd_spiral_medium, http://metacontrol.org/tomasys#solvesF, http://www.metacontrol.org/suave#f_generate_search_path],[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#performance],[http://www.metacontrol.org/suave#qa_search_efficiency_medium, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://www.w3.org/2002/07/owl#NamedIndividual]]
6;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlyGeneric02.6.suave.owl;4;2;3;[RemoveAxiomMutation(random), AddInstanceMutation(random), ChangeRelationMutation(random), AddInstanceMutation(random)];[ComponentState,Role,water_visibility,NamedIndividual,qa_water_visibility_high];[[inner:asd1261648841, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#ComponentState],[inner:asd1419185813, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#Role],[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, http://www.w3.org/2002/07/owl#NamedIndividual]];[[http://www.metacontrol.org/suave#water_visibility, http://metacontrol.org/tomasys#qa_comparison_operator, "<"],[http://www.metacontrol.org/suave#qa_water_visibility_high, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://www.w3.org/2002/07/owl#NamedIndividual]]
7;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlyGeneric02.7.suave.owl;4;3;3;[AddInstanceMutation(random), AddInstanceMutation(random), RemoveNodeMutation(random), ChangeRelationMutation(random)];[Component,roleDef,QAvalue,suave,Ontology,ComponentSpecification];[[inner:asd56039764, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#Component],[inner:asd1337931464, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#Component],[http://metacontrol.org/tomasys#roleDef, http://www.w3.org/2000/01/rdf-schema#range, http://metacontrol.org/tomasys#QAvalue]];[[http://www.metacontrol.org/suave, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://www.w3.org/2002/07/owl#Ontology],[http://metacontrol.org/tomasys#roleDef, http://www.w3.org/2000/01/rdf-schema#range, http://metacontrol.org/tomasys#ComponentSpecification],[http://metacontrol.org/tomasys#roleDef, http://www.w3.org/2000/01/rdf-schema#range, http://metacontrol.org/tomasys#Component]]
8;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlyGeneric02.8.suave.owl;4;8;2;[RemoveAxiomMutation(random), RemoveNodeMutation(random), ChangeRelationMutation(random), AddInstanceMutation(random)];[fd_spiral_low,hasQAestimation,obs_water_visibility,ComponentClass,qa_search_efficiency_high,QAvalue,hasValue,fd_spiral_medium,FunctionDesign,qa_water_visibility_low,fd_spiral_high,NamedIndividual,isQAtype,performance,qa_search_efficiency_low];[[http://www.metacontrol.org/suave#fd_spiral_low, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#obs_water_visibility],[inner:asd2108851715, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#ComponentClass]];[[http://www.metacontrol.org/suave#qa_search_efficiency_high, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#QAvalue],[http://www.metacontrol.org/suave#qa_search_efficiency_high, http://metacontrol.org/tomasys#hasValue, "1.0"^^http://www.w3.org/2001/XMLSchema#decimal],[http://www.metacontrol.org/suave#fd_spiral_medium, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#FunctionDesign],[http://www.metacontrol.org/suave#fd_spiral_low, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_water_visibility_low],[http://www.metacontrol.org/suave#fd_spiral_high, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_search_efficiency_high],[http://www.metacontrol.org/suave#qa_search_efficiency_high, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://www.w3.org/2002/07/owl#NamedIndividual],[http://www.metacontrol.org/suave#qa_search_efficiency_high, http://metacontrol.org/tomasys#isQAtype, http://ros/mros#performance],[http://www.metacontrol.org/suave#fd_spiral_low, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_search_efficiency_low]]
9;/home/tobias/Documents/programming/ontologies/OntoMutate;sut/suave/mutatedOnt/onlyGeneric02.9.suave.owl;4;6;2;[AddRelationMutation(random), AddInstanceMutation(random), RemoveAxiomMutation(random), RemoveNodeMutation(random)];[ComponentSpecification,binding_component,Objective,qa_water_visibility_low,NamedIndividual,hasValue,isQAtype,water_visibility,fd_spiral_high,FunctionDesign,fd_spiral_low,hasQAestimation,QAvalue];[[inner:asd340783475, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#ComponentSpecification],[http://metacontrol.org/tomasys#binding_component, http://www.w3.org/2000/01/rdf-schema#domain, http://metacontrol.org/tomasys#Objective]];[[http://www.metacontrol.org/suave#qa_water_visibility_low, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://www.w3.org/2002/07/owl#NamedIndividual],[http://www.metacontrol.org/suave#qa_water_visibility_low, http://metacontrol.org/tomasys#hasValue, "1.25"^^http://www.w3.org/2001/XMLSchema#decimal],[http://www.metacontrol.org/suave#qa_water_visibility_low, http://metacontrol.org/tomasys#isQAtype, http://www.metacontrol.org/suave#water_visibility],[http://www.metacontrol.org/suave#fd_spiral_high, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#FunctionDesign],[http://www.metacontrol.org/suave#fd_spiral_low, http://metacontrol.org/tomasys#hasQAestimation, http://www.metacontrol.org/suave#qa_water_visibility_low],[http://www.metacontrol.org/suave#qa_water_visibility_low, http://www.w3.org/1999/02/22-rdf-syntax-ns#type, http://metacontrol.org/tomasys#QAvalue]]
