id,folder,ontology,oracle
0,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/suave/mutatedOnt/onlySuave03.0.suave.owl,passed
1,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/suave/mutatedOnt/onlySuave03.1.suave.owl,passed
2,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/suave/mutatedOnt/onlySuave03.2.suave.owl,passed
3,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/suave/mutatedOnt/onlySuave03.3.suave.owl,passed
4,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/suave/mutatedOnt/onlySuave03.4.suave.owl,passed
5,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/suave/mutatedOnt/onlySuave03.5.suave.owl,passed
6,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/suave/mutatedOnt/onlySuave03.6.suave.owl,passed
7,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/suave/mutatedOnt/onlySuave03.7.suave.owl,passed
8,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/suave/mutatedOnt/onlySuave03.8.suave.owl,passed
9,/home/tobias/Documents/programming/ontologies/OntoMutate,sut/suave/mutatedOnt/onlySuave03.9.suave.owl,passed
